Code,Description,last_updated
E29.8,Other testicular dysfunction,09-06-2025
E29.9,"Testicular dysfunction, unspecified",09-06-2025
E30.0,Delayed puberty,09-06-2025
E30.1,Precocious puberty,09-06-2025
E30.8,Other disorders of puberty,09-06-2025
E30.9,"Disorder of puberty, unspecified",09-06-2025
E31.0,Autoimmune polyglandular failure,09-06-2025
E31.1,Polyglandular hyperfunction,09-06-2025
E31.8,Other polyglandular dysfunction,09-06-2025
E31.9,"Polyglandular dysfunction, unspecified",09-06-2025
E32.0,Persistent hyperplasia of thymus,09-06-2025
E32.1,Abscess of thymus,09-06-2025
E32.8,Other diseases of thymus,09-06-2025
E32.9,"Disease of thymus, unspecified",09-06-2025
E34.0,Carcinoid syndrome,09-06-2025
E34.1,Other hypersecretion of intestinal hormones,09-06-2025
E34.2,"Ectopic hormone secretion, not elsewhere classified",09-06-2025
E34.3,"Short stature, not elsewhere classified",09-06-2025
E34.4,Constitutional tall stature,09-06-2025
E34.5,Androgen resistance syndrome,09-06-2025
E34.8,Other specified endocrine disorders,09-06-2025
E34.9,"Endocrine disorder, unspecified",09-06-2025
E35.0,Disorders of thyroid gland in diseases classified elsewhere,09-06-2025
E35.1,Disorders of adrenal glands in diseases classified elsewhere,09-06-2025
E35.8,Disorders of other endocrine glands in diseases classified elsewhere,09-06-2025
E44.0,Moderate protein-energy malnutrition,09-06-2025
E44.1,Mild protein-energy malnutrition,09-06-2025
E50.0,Vitamin A deficiency with conjunctival xerosis,09-06-2025
E50.1,Vitamin A deficiency with Bitot spot and conjunctival xerosis,09-06-2025
E50.2,Vitamin A deficiency with corneal xerosis,09-06-2025
E50.3,Vitamin A deficiency with corneal ulceration and xerosis,09-06-2025
E50.4,Vitamin A deficiency with keratomalacia,09-06-2025
E50.5,Vitamin A deficiency with night blindness,09-06-2025
E50.6,Vitamin A deficiency with xerophthalmic scars of cornea,09-06-2025
E50.7,Other ocular manifestations of vitamin A deficiency,09-06-2025
E50.8,Other manifestations of vitamin A deficiency,09-06-2025
E50.9,"Vitamin A deficiency, unspecified",09-06-2025
E51.1,Beriberi,09-06-2025
E51.2,Wernicke encephalopathy,09-06-2025
E51.8,Other manifestations of thiamine deficiency,09-06-2025
E51.9,"Thiamine deficiency, unspecified",09-06-2025
E53.0,Riboflavin deficiency,09-06-2025
E53.1,Pyridoxine deficiency,09-06-2025
E53.8,Deficiency of other specified B group vitamins,09-06-2025
E53.9,"Vitamin B deficiency, unspecified",09-06-2025
E55.0,"Rickets, active",09-06-2025
E55.9,"Vitamin D deficiency, unspecified",09-06-2025
E56.0,Deficiency of vitamin E,09-06-2025
E56.1,Deficiency of vitamin K,09-06-2025
E56.8,Deficiency of other vitamins,09-06-2025
E56.9,"Vitamin deficiency, unspecified",09-06-2025
E61.0,Copper deficiency,09-06-2025
E61.1,Iron deficiency,09-06-2025
E61.2,Magnesium deficiency,09-06-2025
E61.3,Manganese deficiency,09-06-2025
E61.4,Chromium deficiency,09-06-2025
E61.5,Molybdenum deficiency,09-06-2025
E61.6,Vanadium deficiency,09-06-2025
E61.7,Deficiency of multiple nutrient elements,09-06-2025
E61.8,Deficiency of other specified nutrient elements,09-06-2025
E61.9,"Deficiency of nutrient element, unspecified",09-06-2025
E63.0,Essential fatty acid [EFA] deficiency,09-06-2025
E63.1,Imbalance of constituents of food intake,09-06-2025
E63.8,Other specified nutritional deficiencies,09-06-2025
E63.9,"Nutritional deficiency, unspecified",09-06-2025
E64.0,Sequelae of protein-energy malnutrition,09-06-2025
E64.1,Sequelae of vitamin A deficiency,09-06-2025
E64.2,Sequelae of vitamin C deficiency,09-06-2025
E64.3,Sequelae of rickets,09-06-2025
E64.8,Sequelae of other nutritional deficiencies,09-06-2025
E64.9,Sequelae of unspecified nutritional deficiency,09-06-2025
E66.0,Obesity due to excess calories,09-06-2025
E66.1,Drug-induced obesity,09-06-2025
E66.2,Extreme obesity with alveolar hypoventilation,09-06-2025
E66.8,Other obesity,09-06-2025
E66.9,"Obesity, unspecified",09-06-2025
E67.0,Hypervitaminosis A,09-06-2025
E67.1,Hypercarotenaemia,09-06-2025
E67.2,Megavitamin-B6 syndrome,09-06-2025
E67.3,Hypervitaminosis D,09-06-2025
E67.8,Other specified hyperalimentation,09-06-2025
E70.0,Classical phenylketonuria,09-06-2025
E70.1,Other hyperphenylalaninaemias,09-06-2025
E70.2,Disorders of tyrosine metabolism,09-06-2025
E70.3,Albinism,09-06-2025
E70.8,Other disorders of aromatic amino-acid metabolism,09-06-2025
E70.9,"Disorder of aromatic amino-acid metabolism, unspecified",09-06-2025
E71.0,Maple-syrup-urine disease,09-06-2025
E71.1,Other disorders of branched-chain amino-acid metabolism,09-06-2025
E71.2,"Disorder of branched-chain amino-acid metabolism, unspecified",09-06-2025
E71.3,Disorders of fatty-acid metabolism,09-06-2025
E72.0,Disorders of amino-acid transport,09-06-2025
E72.1,Disorders of sulfur-bearing amino-acid metabolism,09-06-2025
E72.2,Disorders of urea cycle metabolism,09-06-2025
E72.3,Disorders of lysine and hydroxylysine metabolism,09-06-2025
E72.4,Disorders of ornithine metabolism,09-06-2025
E72.5,Disorders of glycine metabolism,09-06-2025
E72.8,Other specified disorders of amino-acid metabolism,09-06-2025
E72.9,"Disorder of amino-acid metabolism, unspecified",09-06-2025
E73.0,Congenital lactase deficiency,09-06-2025
E73.1,Secondary lactase deficiency,09-06-2025
E73.8,Other lactose intolerance,09-06-2025
E73.9,"Lactose intolerance, unspecified",09-06-2025
E74.0,Glycogen storage disease,09-06-2025
E74.1,Disorders of fructose metabolism,09-06-2025
E74.2,Disorders of galactose metabolism,09-06-2025
E74.3,Other disorders of intestinal carbohydrate absorption,09-06-2025
E74.4,Disorders of pyruvate metabolism and gluconeogenesis,09-06-2025
E74.8,Other specified disorders of carbohydrate metabolism,09-06-2025
E74.9,"Disorder of carbohydrate metabolism, unspecified",09-06-2025
E75.0,GM2 gangliosidosis,09-06-2025
E75.1,Other gangliosidosis,09-06-2025
E75.2,Other sphingolipidosis,09-06-2025
E75.3,"Sphingolipidosis, unspecified",09-06-2025
E75.4,Neuronal ceroid lipofuscinosis,09-06-2025
E75.5,Other lipid storage disorders,09-06-2025
E75.6,"Lipid storage disorder, unspecified",09-06-2025
E76.0,"Mucopolysaccharidosis, type I",09-06-2025
E76.1,"Mucopolysaccharidosis, type II",09-06-2025
E76.2,Other mucopolysaccharidoses,09-06-2025
E76.3,"Mucopolysaccharidosis, unspecified",09-06-2025
E76.8,Other disorders of glucosaminoglycan metabolism,09-06-2025
E76.9,"Disorder of glucosaminoglycan metabolism, unspecified",09-06-2025
E77.0,Defects in post-translational modification of lysosomal enzymes,09-06-2025
E77.1,Defects in glycoprotein degradation,09-06-2025
E77.8,Other disorders of glycoprotein metabolism,09-06-2025
E77.9,"Disorder of glycoprotein metabolism, unspecified",09-06-2025
E78.0,Pure hypercholesterolaemia,09-06-2025
E78.1,Pure hyperglyceridaemia,09-06-2025
E78.2,Mixed hyperlipidaemia,09-06-2025
E78.3,Hyperchylomicronaemia,09-06-2025
E78.4,Other hyperlipidaemia,09-06-2025
E78.5,"Hyperlipidaemia, unspecified",09-06-2025
E78.6,Lipoprotein deficiency,09-06-2025
E78.8,Other disorders of lipoprotein metabolism,09-06-2025
E78.9,"Disorder of lipoprotein metabolism, unspecified",09-06-2025
E79.0,Hyperuricaemia without signs of inflammatory arthritis and tophaceous disease,09-06-2025
E79.1,Lesch-Nyhan syndrome,09-06-2025
E79.8,Other disorders of purine and pyrimidine metabolism,09-06-2025
E79.9,"Disorder of purine and pyrimidine metabolism, unspecified",09-06-2025
E80.0,Hereditary erythropoietic porphyria,09-06-2025
E80.1,Porphyria cutanea tarda,09-06-2025
E80.2,Other porphyria,09-06-2025
E80.3,Defects of catalase and peroxidase,09-06-2025
E80.4,Gilbert syndrome,09-06-2025
E80.5,Crigler-Najjar syndrome,09-06-2025
E80.6,Other disorders of bilirubin metabolism,09-06-2025
E80.7,"Disorder of bilirubin metabolism, unspecified",09-06-2025
E83.0,Disorders of copper metabolism,09-06-2025
E83.1,Disorders of iron metabolism,09-06-2025
E83.2,Disorders of zinc metabolism,09-06-2025
E83.3,Disorders of phosphorus metabolism and phosphatases,09-06-2025
E83.4,Disorders of magnesium metabolism,09-06-2025
E83.5,Disorders of calcium metabolism,09-06-2025
E83.8,Other disorders of mineral metabolism,09-06-2025
E83.9,"Disorder of mineral metabolism, unspecified",09-06-2025
E84.0,Cystic fibrosis with pulmonary manifestations,09-06-2025
E84.1,Cystic fibrosis with intestinal manifestations,09-06-2025
E84.8,Cystic fibrosis with other manifestations,09-06-2025
E84.9,"Cystic fibrosis, unspecified",09-06-2025
E85.0,Non-neuropathic heredofamilial amyloidosis,09-06-2025
E85.1,Neuropathic heredofamilial amyloidosis,09-06-2025
E85.2,"Heredofamilial amyloidosis, unspecified",09-06-2025
E85.3,Secondary systemic amyloidosis,09-06-2025
E85.4,Organ-limited amyloidosis,09-06-2025
E85.8,Other amyloidosis,09-06-2025
E85.9,"Amyloidosis, unspecified",09-06-2025
E87.0,Hyperosmolality and hypernatraemia,09-06-2025
E87.1,Hypo-osmolality and hyponatraemia,09-06-2025
E87.2,Acidosis,09-06-2025
E87.3,Alkalosis,09-06-2025
E87.4,Mixed disorder of acid-base balance,09-06-2025
E87.5,Hyperkalaemia,09-06-2025
E87.6,Hypokalaemia,09-06-2025
E87.7,Fluid overload,09-06-2025
E87.8,"Other disorders of electrolyte and fluid balance, not elsewhere classified",09-06-2025
E88.0,"Disorders of plasma-protein metabolism, not elsewhere classified",09-06-2025
E88.1,"Lipodystrophy, not elsewhere classified",09-06-2025
E88.2,"Lipomatosis, not elsewhere classified",09-06-2025
E88.3,Tumour lysis syndrome,09-06-2025
E88.8,Other specified metabolic disorders,09-06-2025
E88.9,"Metabolic disorder, unspecified",09-06-2025
E89.0,Postprocedural hypothyroidism,09-06-2025
E89.1,Postprocedural hypoinsulinaemia,09-06-2025
E89.2,Postprocedural hypoparathyroidism,09-06-2025
E89.3,Postprocedural hypopituitarism,09-06-2025
E89.4,Postprocedural ovarian failure,09-06-2025
E89.5,Postprocedural testicular hypofunction,09-06-2025
E89.6,Postprocedural adrenocortical(-medullary) hypofunction,09-06-2025
E89.8,Other postprocedural endocrine and metabolic disorders,09-06-2025
E89.9,"Postprocedural endocrine and metabolic disorder, unspecified",09-06-2025
F00.0,Dementia in Alzheimer disease with early onset,09-06-2025
F00.1,Dementia in Alzheimer disease with late onset,09-06-2025
F00.2,"Dementia in Alzheimer disease, atypical or mixed type",09-06-2025
F00.9,"Dementia in Alzheimer disease, unspecified",09-06-2025
F01.0,Vascular dementia of acute onset,09-06-2025
F01.1,Multi-infarct dementia,09-06-2025
F01.2,Subcortical vascular dementia,09-06-2025
F01.3,Mixed cortical and subcortical vascular dementia,09-06-2025
F01.8,Other vascular dementia,09-06-2025
F01.9,"Vascular dementia, unspecified",09-06-2025
F02.0,Dementia in Pick disease,09-06-2025
F02.1,Dementia in Creutzfeldt-Jakob disease,09-06-2025
F02.2,Dementia in Huntington disease,09-06-2025
F02.3,Dementia in Parkinson disease,09-06-2025
F02.4,Dementia in human immunodeficiency virus [HIV] disease,09-06-2025
F02.8,Dementia in other specified diseases classified elsewhere,09-06-2025
F05.0,"Delirium not superimposed on dementia, so described",09-06-2025
F05.1,Delirium superimposed on dementia,09-06-2025
F05.8,Other delirium,09-06-2025
F05.9,"Delirium, unspecified",09-06-2025
F06.0,Organic hallucinosis,09-06-2025
F06.1,Organic catatonic disorder,09-06-2025
F06.2,Organic delusional [schizophrenia-like] disorder,09-06-2025
F06.3,Organic mood [affective] disorders,09-06-2025
F06.4,Organic anxiety disorder,09-06-2025
F06.5,Organic dissociative disorder,09-06-2025
F06.6,Organic emotionally labile [asthenic] disorder,09-06-2025
F06.7,Mild cognitive disorder,09-06-2025
F06.8,Other specified mental disorders due to brain damage and dysfunction and to physical disease,09-06-2025
F06.9,Unspecified mental disorder due to brain damage and dysfunction and to physical disease,09-06-2025
F07.0,Organic personality disorder,09-06-2025
F07.1,Postencephalitic syndrome,09-06-2025
F07.2,Postconcussional syndrome,09-06-2025
F07.8,"Other organic personality and behavioural disorders due to brain disease, damage and dysfunction",09-06-2025
F07.9,"Unspecified organic personality and behavioural disorder due to brain disease, damage and dysfunction",09-06-2025
F10.0,Acute intoxication,09-06-2025
F10.1,Harmful use,09-06-2025
F10.2,Dependence syndrome,09-06-2025
F10.3,Withdrawal state,09-06-2025
F10.4,Withdrawal state with delirium,09-06-2025
F10.5,Psychotic disorder,09-06-2025
F10.6,Amnesic syndrome,09-06-2025
F10.7,Residual and late-onset psychotic disorder,09-06-2025
F10.8,Other mental and behavioural disorders,09-06-2025
F10.9,Unspecified mental and behavioural disorder,09-06-2025
F11.0,Acute intoxication,09-06-2025
F11.1,Harmful use,09-06-2025
F11.2,Dependence syndrome,09-06-2025
F11.3,Withdrawal state,09-06-2025
F11.4,Withdrawal state with delirium,09-06-2025
F11.5,Psychotic disorder,09-06-2025
F11.6,Amnesic syndrome,09-06-2025
F11.7,Residual and late-onset psychotic disorder,09-06-2025
F11.8,Other mental and behavioural disorders,09-06-2025
F11.9,Unspecified mental and behavioural disorder,09-06-2025
F12.0,Acute intoxication,09-06-2025
F12.1,Harmful use,09-06-2025
F12.2,Dependence syndrome,09-06-2025
F12.3,Withdrawal state,09-06-2025
F12.4,Withdrawal state with delirium,09-06-2025
F12.5,Psychotic disorder,09-06-2025
F12.6,Amnesic syndrome,09-06-2025
F12.7,Residual and late-onset psychotic disorder,09-06-2025
F12.8,Other mental and behavioural disorders,09-06-2025
F12.9,Unspecified mental and behavioural disorder,09-06-2025
F13.0,Acute intoxication,09-06-2025
F13.1,Harmful use,09-06-2025
F13.2,Dependence syndrome,09-06-2025
F13.3,Withdrawal state,09-06-2025
F13.4,Withdrawal state with delirium,09-06-2025
F13.5,Psychotic disorder,09-06-2025
F13.6,Amnesic syndrome,09-06-2025
F13.7,Residual and late-onset psychotic disorder,09-06-2025
F13.8,Other mental and behavioural disorders,09-06-2025
F13.9,Unspecified mental and behavioural disorder,09-06-2025
F14.0,Acute intoxication,09-06-2025
F14.1,Harmful use,09-06-2025
F14.2,Dependence syndrome,09-06-2025
F14.3,Withdrawal state,09-06-2025
F14.4,Withdrawal state with delirium,09-06-2025
F14.5,Psychotic disorder,09-06-2025
F14.6,Amnesic syndrome,09-06-2025
F14.7,Residual and late-onset psychotic disorder,09-06-2025
F14.8,Other mental and behavioural disorders,09-06-2025
F14.9,Unspecified mental and behavioural disorder,09-06-2025
F15.0,Acute intoxication,09-06-2025
F15.1,Harmful use,09-06-2025
F15.2,Dependence syndrome,09-06-2025
F15.3,Withdrawal state,09-06-2025
F15.4,Withdrawal state with delirium,09-06-2025
F15.5,Psychotic disorder,09-06-2025
F15.6,Amnesic syndrome,09-06-2025
F15.7,Residual and late-onset psychotic disorder,09-06-2025
F15.8,Other mental and behavioural disorders,09-06-2025
F15.9,Unspecified mental and behavioural disorder,09-06-2025
F16.0,Acute intoxication,09-06-2025
F16.1,Harmful use,09-06-2025
F16.2,Dependence syndrome,09-06-2025
F16.3,Withdrawal state,09-06-2025
F16.4,Withdrawal state with delirium,09-06-2025
F16.5,Psychotic disorder,09-06-2025
F16.6,Amnesic syndrome,09-06-2025
F16.7,Residual and late-onset psychotic disorder,09-06-2025
F16.8,Other mental and behavioural disorders,09-06-2025
F16.9,Unspecified mental and behavioural disorder,09-06-2025
F17.0,Acute intoxication,09-06-2025
F17.1,Harmful use,09-06-2025
F17.2,Dependence syndrome,09-06-2025
F17.3,Withdrawal state,09-06-2025
F17.4,Withdrawal state with delirium,09-06-2025
F17.5,Psychotic disorder,09-06-2025
F17.6,Amnesic syndrome,09-06-2025
F17.7,Residual and late-onset psychotic disorder,09-06-2025
F17.8,Other mental and behavioural disorders,09-06-2025
F17.9,Unspecified mental and behavioural disorder,09-06-2025
F18.0,Acute intoxication,09-06-2025
F18.1,Harmful use,09-06-2025
F18.2,Dependence syndrome,09-06-2025
F18.3,Withdrawal state,09-06-2025
F18.4,Withdrawal state with delirium,09-06-2025
F18.5,Psychotic disorder,09-06-2025
F18.6,Amnesic syndrome,09-06-2025
F18.7,Residual and late-onset psychotic disorder,09-06-2025
F18.8,Other mental and behavioural disorders,09-06-2025
F18.9,Unspecified mental and behavioural disorder,09-06-2025
F19.0,Acute intoxication,09-06-2025
F19.1,Harmful use,09-06-2025
F19.2,Dependence syndrome,09-06-2025
F19.3,Withdrawal state,09-06-2025
F19.4,Withdrawal state with delirium,09-06-2025
F19.5,Psychotic disorder,09-06-2025
F19.6,Amnesic syndrome,09-06-2025
F19.7,Residual and late-onset psychotic disorder,09-06-2025
F19.8,Other mental and behavioural disorders,09-06-2025
F19.9,Unspecified mental and behavioural disorder,09-06-2025
F20.0,Paranoid schizophrenia,09-06-2025
F20.1,Hebephrenic schizophrenia,09-06-2025
F20.2,Catatonic schizophrenia,09-06-2025
F20.3,Undifferentiated schizophrenia,09-06-2025
F20.4,Post-schizophrenic depression,09-06-2025
F20.5,Residual schizophrenia,09-06-2025
F20.6,Simple schizophrenia,09-06-2025
F20.8,Other schizophrenia,09-06-2025
F20.9,"Schizophrenia, unspecified",09-06-2025
F22.0,Delusional disorder,09-06-2025
F22.8,Other persistent delusional disorders,09-06-2025
F22.9,"Persistent delusional disorder, unspecified",09-06-2025
F23.0,Acute polymorphic psychotic disorder without symptoms of schizophrenia,09-06-2025
F23.1,Acute polymorphic psychotic disorder with symptoms of schizophrenia,09-06-2025
F23.2,Acute schizophrenia-like psychotic disorder,09-06-2025
F23.3,Other acute predominantly delusional psychotic disorders,09-06-2025
F23.8,Other acute and transient psychotic disorders,09-06-2025
F23.9,"Acute and transient psychotic disorder, unspecified",09-06-2025
F25.0,"Schizoaffective disorder, manic type",09-06-2025
F25.1,"Schizoaffective disorder, depressive type",09-06-2025
F25.2,"Schizoaffective disorder, mixed type",09-06-2025
F25.8,Other schizoaffective disorders,09-06-2025
F25.9,"Schizoaffective disorder, unspecified",09-06-2025
F30.0,Hypomania,09-06-2025
F30.1,Mania without psychotic symptoms,09-06-2025
F30.2,Mania with psychotic symptoms,09-06-2025
F30.8,Other manic episodes,09-06-2025
F30.9,"Manic episode, unspecified",09-06-2025
F31.0,"Bipolar affective disorder, current episode hypomanic",09-06-2025
F31.1,"Bipolar affective disorder, current episode manic without psychotic symptoms",09-06-2025
F31.2,"Bipolar affective disorder, current episode manic with psychotic symptoms",09-06-2025
F31.3,"Bipolar affective disorder, current episode mild or moderate depression",09-06-2025
F31.4,"Bipolar affective disorder, current episode severe depression without psychotic symptoms",09-06-2025
F31.5,"Bipolar affective disorder, current episode severe depression with psychotic symptoms",09-06-2025
